#TYPE Selected.VMware.VimAutomation.ViCore.Impl.V1.Host.Networking.Nic.PhysicalNicImpl
"EsxName","PnicName","PnicMacAddress","Link","SpeedMb","vSwitch","DProtocol","SwitchName","SwitchPort","SwitchAddress","SwitchId","PnicModel","PnicDriver","PciSlot"
"uk1upnutxesx12.pearsontc.com","vmnic3","b8:3f:d2:2e:25:13","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/16:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upnutxesx02.pearsontc.com","vmnic0","10:70:fd:42:3d:8a","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/4:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx02.pearsontc.com","vmnic1","10:70:fd:42:3d:8b","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/4:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx02.pearsontc.com","vmnic2","10:70:fd:42:3d:c2","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/4:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx02.pearsontc.com","vmnic3","10:70:fd:42:3d:c3","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/4:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx04.pearsontc.com","vmnic0","08:c0:eb:d4:74:46","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/8:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx04.pearsontc.com","vmnic1","08:c0:eb:d4:74:47","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/8:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx04.pearsontc.com","vmnic2","08:c0:eb:d4:74:36","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/8:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx04.pearsontc.com","vmnic3","08:c0:eb:d4:74:37","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/8:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx14.pearsontc.com","vmnic0","10:70:fd:42:43:c6","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/25:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx14.pearsontc.com","vmnic1","10:70:fd:42:43:c7","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/25:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx14.pearsontc.com","vmnic2","10:70:fd:42:2a:32","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/25:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx14.pearsontc.com","vmnic3","10:70:fd:42:2a:33","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/25:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx13.pearsontc.com","vmnic0","b8:3f:d2:18:a9:56","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/18:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upnutxesx13.pearsontc.com","vmnic1","b8:3f:d2:18:a9:57","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/18:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upnutxesx13.pearsontc.com","vmnic2","b8:3f:d2:2e:29:16","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/18:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upnutxesx13.pearsontc.com","vmnic3","b8:3f:d2:2e:29:17","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/18:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upnutxesx09.pearsontc.com","vmnic0","10:70:fd:42:26:5a","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/6:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx09.pearsontc.com","vmnic1","10:70:fd:42:26:5b","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/6:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx09.pearsontc.com","vmnic2","10:70:fd:42:26:c2","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/6:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx09.pearsontc.com","vmnic3","10:70:fd:42:26:c3","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/6:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx17.pearsontc.com","vmnic0","94:6d:ae:39:82:9a","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upnutxesx17.pearsontc.com","vmnic1","94:6d:ae:39:82:9b","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upnutxesx17.pearsontc.com","vmnic2","94:6d:ae:39:87:aa","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upnutxesx17.pearsontc.com","vmnic3","94:6d:ae:39:87:ab","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upnutxesx06.pearsontc.com","vmnic0","10:70:fd:42:33:f2","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/4:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx06.pearsontc.com","vmnic1","10:70:fd:42:33:f3","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/4:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx06.pearsontc.com","vmnic2","10:70:fd:42:3d:7a","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/4:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx06.pearsontc.com","vmnic3","10:70:fd:42:3d:7b","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/4:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx16.pearsontc.com","vmnic0","94:6d:ae:39:83:56","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upnutxesx16.pearsontc.com","vmnic1","94:6d:ae:39:83:57","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upnutxesx16.pearsontc.com","vmnic2","94:6d:ae:39:82:ce","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upnutxesx16.pearsontc.com","vmnic3","94:6d:ae:39:82:cf","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1udnutxesx04.pearsontc.com","vmnic0","10:70:fd:42:30:7a","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/3:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1udnutxesx04.pearsontc.com","vmnic1","10:70:fd:42:30:7b","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/3:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1udnutxesx04.pearsontc.com","vmnic2","10:70:fd:42:30:6a","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/3:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1udnutxesx04.pearsontc.com","vmnic3","10:70:fd:42:30:6b","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/3:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1udnutxesx02.pearsontc.com","vmnic0","10:70:fd:42:36:82","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/2:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1udnutxesx02.pearsontc.com","vmnic1","10:70:fd:42:36:83","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/2:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1udnutxesx02.pearsontc.com","vmnic2","10:70:fd:42:36:a2","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/2:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1udnutxesx02.pearsontc.com","vmnic3","10:70:fd:42:36:a3","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/2:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1udnutxesx03.pearsontc.com","vmnic0","10:70:fd:42:30:72","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/2:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1udnutxesx03.pearsontc.com","vmnic1","10:70:fd:42:30:73","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/2:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1udnutxesx03.pearsontc.com","vmnic2","10:70:fd:42:36:9a","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/2:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1udnutxesx03.pearsontc.com","vmnic3","10:70:fd:42:36:9b","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/2:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1udnutxesx01.pearsontc.com","vmnic0","10:70:fd:42:35:e2","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/1:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1udnutxesx01.pearsontc.com","vmnic1","10:70:fd:42:35:e3","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/1:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1udnutxesx01.pearsontc.com","vmnic2","10:70:fd:42:58:86","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/1:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1udnutxesx01.pearsontc.com","vmnic3","10:70:fd:42:58:87","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/1:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1udnutxesx05.pearsontc.com","vmnic0","08:c0:eb:d4:7d:5e","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/8:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1udnutxesx05.pearsontc.com","vmnic1","08:c0:eb:d4:7d:5f","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/8:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1udnutxesx05.pearsontc.com","vmnic2","08:c0:eb:d4:8f:06","Up","25000","UK1-NUTX-ESX-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/8:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1udnutxesx05.pearsontc.com","vmnic3","08:c0:eb:d4:8f:07","Up","25000","UK1-NUTX-ESX-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/8:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upukqesx03.pearsontc.com","vmnic0","b8:3f:d2:2e:25:3e","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/11:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upukqesx03.pearsontc.com","vmnic1","b8:3f:d2:2e:25:3f","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/11:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upukqesx03.pearsontc.com","vmnic2","b8:3f:d2:2e:25:32","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/11:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upukqesx03.pearsontc.com","vmnic3","b8:3f:d2:2e:25:33","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/11:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upukqesx01.pearsontc.com","vmnic0","b8:3f:d2:2e:1e:52","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/10:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upukqesx01.pearsontc.com","vmnic1","b8:3f:d2:2e:1e:53","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/10:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upukqesx01.pearsontc.com","vmnic2","b8:3f:d2:2e:1e:5e","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/10:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upukqesx01.pearsontc.com","vmnic3","b8:3f:d2:2e:1e:5f","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/10:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upukqesx04.pearsontc.com","vmnic0","b8:3f:d2:2e:1e:06","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/12:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upukqesx04.pearsontc.com","vmnic1","b8:3f:d2:2e:1e:07","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/12:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upukqesx04.pearsontc.com","vmnic2","b8:3f:d2:2e:1e:5a","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/12:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upukqesx04.pearsontc.com","vmnic3","b8:3f:d2:2e:1e:5b","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/12:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upukqesx02.pearsontc.com","vmnic0","b8:3f:d2:18:aa:6a","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/11:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upukqesx02.pearsontc.com","vmnic1","b8:3f:d2:18:aa:6b","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/11:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upukqesx02.pearsontc.com","vmnic2","b8:3f:d2:18:a9:96","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/11:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upukqesx02.pearsontc.com","vmnic3","b8:3f:d2:18:a9:97","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/11:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upukqesx05.pearsontc.com","vmnic0","b8:3f:d2:18:aa:46","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/12:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upukqesx05.pearsontc.com","vmnic1","b8:3f:d2:18:aa:47","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/12:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upukqesx05.pearsontc.com","vmnic2","b8:3f:d2:18:aa:5a","Up","25000","UK1-NUTX-ESX-PQS-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/12:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
