#TYPE System.Management.Automation.PSCustomObject
"Name","Type","BluePath","GuestOS","IP","Path"
"lo3wpecomsdb01","VirtualMachine","/UK1 DC/DT/Equella Stark-Verlag/lo3wpecomsdb01","Microsoft Windows Server 2012 (64-bit)","10.162.81.209","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpecomsdb01"
"Xlo3wppscxapp01-15-01-24-delete-SCTASK0038227","VirtualMachine","/UK1 DC/DT/PSC/Xlo3wppscxapp01-15-01-24-delete-SCTASK0038227","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xlo3wppscxapp01-15-01-24-delete-SCTASK0038227"
"lo3upgmpxmpa02","VirtualMachine","/UK1 DC/DT/Monza/lo3upgmpxmpa02","Oracle Linux 8 (64-bit)","10.123.17.57","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upgmpxmpa02"
"lo3utskdeweb03","VirtualMachine","/UK1 DC/DT/Equella Stark-Verlag/lo3utskdeweb03","CentOS 7 (64-bit)","10.36.50.20","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3utskdeweb03"
"lo1wpfacapp006","VirtualMachine","/UK1 DC/DT/PCH-Facilities Access Control Servers (Paxton System)/lo1wpfacapp006","Microsoft Windows Server 2012 (64-bit)","10.162.38.122","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpfacapp006"
"lo1wpcoregwy02","VirtualMachine","/UK1 DC/DT/Serv-U SFTP/lo1wpcoregwy02","Microsoft Windows Server 2016 (64-bit)","159.182.72.106","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpcoregwy02"
"XLO3WPDMECAPP01-15-01-24-delete-SCTASK0038227","VirtualMachine","/UK1 DC/DT/AD Team/XLO3WPDMECAPP01-15-01-24-delete-SCTASK0038227","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/XLO3WPDMECAPP01-15-01-24-delete-SCTASK0038227"
"Xlo3wppscxweb02-15-01-24-delete-SCTASK0038227","VirtualMachine","/UK1 DC/DT/Bones Various UK/Xlo3wppscxweb02-15-01-24-delete-SCTASK0038227","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xlo3wppscxweb02-15-01-24-delete-SCTASK0038227"
"uk1pwsgmaapp01","VirtualMachine","/UK1 DC/Munich-VM's/uk1pwsgmaapp01","Microsoft Windows Server 2022 (64-bit)","10.32.221.20","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1pwsgmaapp01"
"lo1upragobi001_RST_23April2018","VirtualMachine","/UK1 DC/Unknown/lo1upragobi001_RST_23April2018","Red Hat Enterprise Linux 6 (64-bit)","10.32.196.212","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upragobi001_RST_23April2018"
"checkpoint-template","Template","/UK1 DC/DT/PCN-HostingSecurity/checkpoint-template","","",""
"uk1upmysqlvm02","VirtualMachine","/UK1 DC/Mysql/uk1upmysqlvm02",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upmysqlvm02"
"LO3UPCGYDBS002","VirtualMachine","/UK1 DC/CTO Core BAU/Account Manager Italy/LO3UPCGYDBS002","CentOS 4/5/6 (64-bit)","10.162.77.136","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3UPCGYDBS002"
"uk1uppmrkweb05","VirtualMachine","/UK1 DC/P&DS/PMark/uk1uppmrkweb05","CentOS 7 (64-bit)","10.32.198.221","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1uppmrkweb05"
"uk1wpsfpxsol002","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxsol002","Microsoft Windows Server 2012 (64-bit)","10.32.198.68","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxsol002"
"uk1wpfmsmsdb01","VirtualMachine","/UK1 DC/uk1wpfmsmsdb01","Microsoft Windows Server 2019 (64-bit)","10.162.49.42","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpfmsmsdb01"
"lo3upcgyweb014","VirtualMachine","/UK1 DC/CTO Core BAU/My Pearson Place/lo3upcgyweb014","CentOS 7 (64-bit)","10.32.212.160","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upcgyweb014"
"uk1wpcorefil01","VirtualMachine","/UK1 DC/uk1wpcorefil01","Microsoft Windows Server 2019 (64-bit)","10.162.36.20","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpcorefil01"
"uk1wpsfpxsol001","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxsol001","Microsoft Windows Server 2012 (64-bit)","10.32.198.67","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxsol001"
"uk1wpsfpxweb009","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxweb009","Microsoft Windows Server 2012 (64-bit)","10.32.198.138","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxweb009"
"NTNX-EWAB005664-A-CVM","VirtualMachine","/UK1 DC/CVM/MT-Prod/NTNX-EWAB005664-A-CVM","CentOS 7 (64-bit)","172.20.41.40","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/NTNX-EWAB005664-A-CVM"
"lo3wpcorfil001","VirtualMachine","/UK1 DC/DT/POS-FileServer/lo3wpcorfil001","Microsoft Windows Server 2012 (64-bit)","10.162.70.165","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpcorfil001"
"HBMWPCORFS005 - MAILARCHIV","VirtualMachine","/UK1 DC/Munich-VM's/HBMWPCORFS005 - MAILARCHIV","Microsoft Windows Server 2012 (64-bit)","10.32.216.61","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/HBMWPCORFS005 - MAILARCHIV"
"lo1wpsolaapp05","VirtualMachine","/UK1 DC/DT/Solarwinds/lo1wpsolaapp05","Microsoft Windows Server 2016 or later (64-bit)","10.111.128.207","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpsolaapp05"
"lo3wpnledfil01","VirtualMachine","/UK1 DC/DT/POS-FileServer/lo3wpnledfil01","Microsoft Windows Server 2016 (64-bit)","10.162.86.24","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpnledfil01"
"lo3wpskdesdb01","VirtualMachine","/UK1 DC/DT/Equella Stark-Verlag/lo3wpskdesdb01","Microsoft Windows Server 2012 (64-bit)","172.20.86.87","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpskdesdb01"
"lo3upskdeweb04","VirtualMachine","/UK1 DC/DT/Equella Stark-Verlag/lo3upskdeweb04","CentOS 7 (64-bit)","10.32.221.28","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upskdeweb04"
"lo1upgmpxmdw02","VirtualMachine","/UK1 DC/DT/Monza/lo1upgmpxmdw02","Oracle Linux 8 (64-bit)","10.123.16.74","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upgmpxmdw02"
"WIN2K22_Standard_Base_TF_OLD","Template","/UK1 DC/WIN2K22_Standard_Base_TF_OLD","","",""
"xUKEDXCRMREP01","VirtualMachine","/UK1 DC/Unknown/Powered-Off VMs/xUKEDXCRMREP01",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/xUKEDXCRMREP01"
"uk1wppscxsdb03","VirtualMachine","/UK1 DC/uk1wppscxsdb03","Microsoft Windows Server 2019 (64-bit)","192.168.8.107","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wppscxsdb03"
"uk1wpsfpxweb004","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxweb004","Microsoft Windows Server 2012 (64-bit)","10.32.198.109","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxweb004"
"uk1upmysqlvm09","VirtualMachine","/UK1 DC/Mysql/uk1upmysqlvm09",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upmysqlvm09"
"lo3upbmcxrpt01","VirtualMachine","/UK1 DC/DT/Windows Server Update Services/lo3upbmcxrpt01","CentOS 7 (64-bit)","10.162.69.208","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upbmcxrpt01"
"uk1wpsfpxweb003","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxweb003","Microsoft Windows Server 2012 (64-bit)","10.32.198.103","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxweb003"
"lo3wpmycdwts01","VirtualMachine","/UK1 DC/DT/myCloud APIs and Redirect Solution/lo3wpmycdwts01","Microsoft Windows Server 2016 or later (64-bit)","10.162.78.28","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpmycdwts01"
"uk1upbimxweb02","VirtualMachine","/UK1 DC/P&DS/Business Interactive Models - BIM/uk1upbimxweb02","CentOS 7 (64-bit)","10.32.198.175","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upbimxweb02"
"uk1upwtwdweb02","VirtualMachine","/UK1 DC/P&DS/Words Their Way/uk1upwtwdweb02","CentOS 7 (64-bit)","10.32.198.194","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upwtwdweb02"
"uk1uplvxplapp02","VirtualMachine","/UK1 DC/P&DS/Liang - Live Example, CPP, Python/uk1uplvxplapp02","Ubuntu Linux (64-bit)","10.32.198.211","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1uplvxplapp02"
"LO1WDCRMAPP001","VirtualMachine","/UK1 DC/DT/ONE CRM Salesforce/LO1WDCRMAPP001","Microsoft Windows Server 2012 (64-bit)","10.166.140.20","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO1WDCRMAPP001"
"LO3WCGENDB004","VirtualMachine","/UK1 DC/Assessments/PQS/Database Service/LO3WCGENDB004","Microsoft Windows Server 2008 R2 (64-bit)","10.162.77.107","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3WCGENDB004"
"LO3UPCGYWEB002","VirtualMachine","/UK1 DC/CTO Core BAU/E-commerce Multi/LO3UPCGYWEB002","CentOS 6 (64-bit)","10.32.212.91","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3UPCGYWEB002"
"uk1wpsfpxsdb101","VirtualMachine","/UK1 DC/uk1wpsfpxsdb101","Microsoft Windows Server 2019 (64-bit)","10.162.53.132","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxsdb101"
"uk1wpsgmasdb01","VirtualMachine","/UK1 DC/uk1wpsgmasdb01","Microsoft Windows Server 2019 (64-bit)","10.162.49.48","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsgmasdb01"
"lo1upcisepan01","VirtualMachine","/UK1 DC/Unknown/lo1upcisepan01","Other (64-bit)","10.162.39.92","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upcisepan01"
"LO1WPHLPWTS001","VirtualMachine","/UK1 DC/DT/POS-JumpServers/LO1WPHLPWTS001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.38.78","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO1WPHLPWTS001"
"uk1wpsfpxmem002","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxmem002","Microsoft Windows Server 2012 (64-bit)","10.32.198.64","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxmem002"
"lo3updaredsm03","VirtualMachine","/UK1 DC/Unknown/lo3updaredsm03","CentOS 4/5 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3updaredsm03"
"NTNX-EWAB009434-A-CVM","VirtualMachine","/UK1 DC/CVM/NTNX-EWAB009434-A-CVM","CentOS 7 (64-bit)","172.20.41.48","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/NTNX-EWAB009434-A-CVM"
"lo3wpomapfil01","VirtualMachine","/UK1 DC/DT/Digitally Operations/lo3wpomapfil01","Microsoft Windows Server 2008 R2 (64-bit)","10.32.221.221","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpomapfil01"
"uk1wppscxapp01","VirtualMachine","/UK1 DC/uk1wppscxapp01","Microsoft Windows Server 2019 (64-bit)","10.162.70.26","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wppscxapp01"
"lo1svflukenpa02","VirtualMachine","/UK1 DC/DT/Fluke Network Tracker/lo1svflukenpa02","CentOS 4/5 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1svflukenpa02"
"uk1updcsxapp04","VirtualMachine","/UK1 DC/P&DS/DCS/uk1updcsxapp04","CentOS 7 (64-bit)","10.32.198.245","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1updcsxapp04"
"lo3updsagapp02","VirtualMachine","/UK1 DC/lo3updsagapp02","Amazon Linux 2 (64-bit)","10.32.212.32","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3updsagapp02"
"LO1UPCOREWEB02","VirtualMachine","/UK1 DC/Unknown/LO1UPCOREWEB02","CentOS 4/5 (64-bit)","10.32.196.231","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO1UPCOREWEB02"
"lo1wpwsusapp02","VirtualMachine","/UK1 DC/DT/Windows Server Update Services/lo1wpwsusapp02","Microsoft Windows Server 2016 (64-bit)","10.32.192.11","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpwsusapp02"
"lo3wpintuapp01","VirtualMachine","/UK1 DC/DT/InTune/lo3wpintuapp01","Microsoft Windows Server 2016 (64-bit)","10.162.86.20","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpintuapp01"
"uk1wpsfpxjen001","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxjen001","Microsoft Windows Server 2008 R2 (64-bit)","10.32.198.249","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxjen001"
"lo3upcaspweb01","VirtualMachine","/UK1 DC/DT/JAMF Casper Suite/lo3upcaspweb01","CentOS 4/5/6 (64-bit)","10.32.212.62","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upcaspweb01"
"lo1wdexacapp01","VirtualMachine","/UK1 DC/DT/CTO Core BAU/BNL SE Exact Globe/lo1wdexacapp01","Microsoft Windows Server 2016 (64-bit)","10.162.41.96","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wdexacapp01"
"lo3upgmpxmpa01","VirtualMachine","/UK1 DC/DT/Monza/lo3upgmpxmpa01","CentOS 4/5 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upgmpxmpa01"
"lo3uptsm4ve010","VirtualMachine","/UK1 DC/DT/TSM/lo3uptsm4ve010","Red Hat Enterprise Linux 7 (64-bit)","10.162.70.104","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3uptsm4ve010"
"uk1upmcudweb02","VirtualMachine","/UK1 DC/P&DS/Axis Utility Dashboard/uk1upmcudweb02","Ubuntu Linux (64-bit)","10.32.198.214","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upmcudweb02"
"UK-LO1SV-Slough-2","VirtualMachine","/UK1 DC/Unknown/UK-LO1SV-Slough-2","Other 2.6.x Linux (32-bit)","10.123.16.98","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/UK-LO1SV-Slough-2"
"uk1wpmystapp01","VirtualMachine","/UK1 DC/P&DS/MyStrategyExperience/uk1wpmystapp01","Microsoft Windows Server 2016 (64-bit)","10.32.198.30","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpmystapp01"
"lo3upmathweb01","VirtualMachine","/UK1 DC/CTO Core BAU/Math Result/lo3upmathweb01","CentOS 7 (64-bit)","10.32.212.120","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upmathweb01"
"lo1upgmpxmdw01","VirtualMachine","/UK1 DC/DT/Monza/lo1upgmpxmdw01","CentOS 7 (64-bit)","10.123.16.73","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upgmpxmdw01"
"uk1uppmrkweb02","VirtualMachine","/UK1 DC/P&DS/PMark/uk1uppmrkweb02","CentOS 7 (64-bit)","10.32.198.218","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1uppmrkweb02"
"uk1wpilnwapp02","VirtualMachine","/UK1 DC/P&DS/Chemistry iLab - ACD Labs/uk1wpilnwapp02","Microsoft Windows Server 2019 (64-bit)","10.32.198.154","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpilnwapp02"
"uk1clprodapp01","VirtualMachine","/UK1 DC/P&DS/CloserLook/uk1clprodapp01","Other 2.6.x Linux (64-bit)","10.32.198.248","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1clprodapp01"
"lo3uparmidbs01","VirtualMachine","/UK1 DC/DT/File Server/lo3uparmidbs01","CentOS 7 (64-bit)","10.162.85.160","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3uparmidbs01"
"uk1upgldxweb01","VirtualMachine","/UK1 DC/P&DS/HEd General Ledger Accounting - gldata/uk1upgldxweb01","CentOS 7 (64-bit)","10.32.198.181","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upgldxweb01"
"lo1wpcortst100","VirtualMachine","/UK1 DC/Unknown/lo1wpcortst100",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpcortst100"
"lo1upgmpxmpx04","VirtualMachine","/UK1 DC/DT/Monza/lo1upgmpxmpx04",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upgmpxmpx04"
"uk1uplsngweb01","VirtualMachine","/UK1 DC/P&DS/Listening Guide/uk1uplsngweb01","CentOS 7 (64-bit)","10.32.198.183","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1uplsngweb01"
"lo3uppnp4app01","VirtualMachine","/UK1 DC/Unknown/lo3uppnp4app01","CentOS 6 (64-bit)","10.162.70.220","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3uppnp4app01"
"uk-lo1sv-vwlc0000-01","VirtualMachine","/UK1 DC/Unknown/uk-lo1sv-vwlc0000-01",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk-lo1sv-vwlc0000-01"
"lo3wpprntsrv01","VirtualMachine","/UK1 DC/DT/POS-FileServer/lo3wpprntsrv01","Microsoft Windows Server 2012 (64-bit)","10.162.69.53","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpprntsrv01"
"lo3uptndwweb02","VirtualMachine","/UK1 DC/DT/mySQL/lo3uptndwweb02","CentOS 7 (64-bit)","10.32.213.61","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3uptndwweb02"
"LO1WPDBNSDB001","VirtualMachine","/UK1 DC/Unknown/LO1WPDBNSDB001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.45.229","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO1WPDBNSDB001"
"uk1upprloapp01","VirtualMachine","/UK1 DC/uk1upprloapp01","Ubuntu Linux (64-bit)","10.162.86.39","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upprloapp01"
"uklo3-ad-740","VirtualMachine","/UK1 DC/DT/AD Team/uklo3-ad-740","Microsoft Windows Server 2016 or later (64-bit)","10.162.69.197","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uklo3-ad-740"
"lo3wpcoreapp21","VirtualMachine","/UK1 DC/DT/DACH Swiss-ERP/lo3wpcoreapp21","Microsoft Windows Server 2016 (64-bit)","10.162.73.22","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpcoreapp21"
"lo3wppediweb01","VirtualMachine","/UK1 DC/DT/Oasis Lite e-Commerce/lo3wppediweb01","Microsoft Windows Server 2008 R2 (64-bit)","10.32.212.150","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wppediweb01"
"lo1upgitst001-old","VirtualMachine","/UK1 DC/Unknown/lo1upgitst001-old","Red Hat Enterprise Linux 6 (64-bit)","10.162.38.76","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upgitst001-old"
"lo3upcoreapp02","VirtualMachine","/UK1 DC/Unknown/lo3upcoreapp02","Red Hat Enterprise Linux 5 (64-bit)","10.162.69.222","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upcoreapp02"
"lo3wpcatasdb01","VirtualMachine","/UK1 DC/Unknown/lo3wpcatasdb01","Microsoft Windows Server 2016 (64-bit)","10.162.77.200","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpcatasdb01"
"LO3UPCGYFIL001","VirtualMachine","/UK1 DC/CTO Core BAU/Account Manager Italy/LO3UPCGYFIL001","CentOS 4/5/6 (64-bit)","10.32.212.36","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3UPCGYFIL001"
"lo3upskdeapp06","VirtualMachine","/UK1 DC/DT/Equella Stark-Verlag/lo3upskdeapp06","CentOS 7 (64-bit)","10.32.221.106","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upskdeapp06"
"lo3upgmpxmpx02","VirtualMachine","/UK1 DC/DT/Monza/lo3upgmpxmpx02","CentOS 4/5/6 (64-bit)","10.162.70.138","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upgmpxmpx02"
"lo3dcdcsutil001","VirtualMachine","/UK1 DC/DT/AD Team/lo3dcdcsutil001","Microsoft Windows Server 2016 or later (64-bit)","10.162.69.23","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3dcdcsutil001"
"LO1DCDCSUTIL1","VirtualMachine","/UK1 DC/DT/AD Team/LO1DCDCSUTIL1","Microsoft Windows Server 2016 or later (64-bit)","10.162.37.24","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO1DCDCSUTIL1"
"uk1wpsfpxmem004","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxmem004","Microsoft Windows Server 2012 (64-bit)","10.32.198.66","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxmem004"
"LO3UPCGYWEB004","VirtualMachine","/UK1 DC/CTO Core BAU/Account Manager Italy/LO3UPCGYWEB004",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3UPCGYWEB004"
"LO3WPPEDBWEB02","VirtualMachine","/UK1 DC/HED/Digital Editions/LO3WPPEDBWEB02","Microsoft Windows Server 2003 Standard (32-bit)","10.32.221.143","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3WPPEDBWEB02"
"uklo3-ta-640","VirtualMachine","/UK1 DC/DT/AD Team/uklo3-ta-640","Microsoft Windows Server 2016 or later (64-bit)","10.162.70.47","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uklo3-ta-640"
"lo1wpprloapp001","VirtualMachine","/UK1 DC/DT/Printer Logic/lo1wpprloapp001","Microsoft Windows Server 2012 (64-bit)","10.36.42.22","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpprloapp001"
"lo1upilmpapp02","VirtualMachine","/UK1 DC/DT/Informatica ILM/lo1upilmpapp02",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upilmpapp02"
"uk1upnutxpsmc02","VirtualMachine","/UK1 DC/DT/PCH-NutanixMgmt/uk1upnutxpsmc02","CentOS 7 (64-bit)","172.20.41.16","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upnutxpsmc02"
"lo3utskdeapp03","VirtualMachine","/UK1 DC/DT/Equella Stark-Verlag/lo3utskdeapp03","CentOS 4/5/6 (64-bit)","10.36.52.153","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3utskdeapp03"
"uk1upciseapp02","VirtualMachine","/UK1 DC/DT/PCN-Cisco ISE/uk1upciseapp02","Red Hat Enterprise Linux 8 (64-bit)","10.111.128.121","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upciseapp02"
"uk1wpgescapp01","VirtualMachine","/UK1 DC/uk1wpgescapp01","Microsoft Windows Server 2022 (64-bit)","10.32.216.30","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpgescapp01"
"uk1upcorelog01","VirtualMachine","/UK1 DC/Discovered virtual machine/uk1upcorelog01","VMware Photon OS (64-bit)","10.162.36.112","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upcorelog01"
"NTNX-EWAA007684-A-CVM","VirtualMachine","/UK1 DC/CVM/MT-Prod/NTNX-EWAA007684-A-CVM","CentOS 7 (64-bit)","172.20.41.46","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/NTNX-EWAA007684-A-CVM"
"LO3UPCGYWEB010","VirtualMachine","/UK1 DC/CTO Core BAU/My Pearson Place/LO3UPCGYWEB010","CentOS 6 (64-bit)","10.32.212.110","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3UPCGYWEB010"
"lo1upntbxapp01","VirtualMachine","/UK1 DC/DT/POD Infrastructure/lo1upntbxapp01","Oracle Linux 8 (64-bit)","10.162.40.119","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upntbxapp01"
"lo3upmrlyapp01","VirtualMachine","/UK1 DC/DT/Ironport/lo3upmrlyapp01",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upmrlyapp01"
"uk1upcloudgw01","VirtualMachine","/UK1 DC/DT/POD Infrastructure/uk1upcloudgw01","VMware Photon OS (64-bit)","10.162.36.111","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upcloudgw01"
"lo1wdexacdb001","VirtualMachine","/UK1 DC/DT/CTO Core BAU/BNL SE Exact Globe/lo1wdexacdb001","Microsoft Windows Server 2016 (64-bit)","10.162.45.96","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wdexacdb001"
"lo3wpmycdweb02","VirtualMachine","/UK1 DC/DT/myCloud APIs and Redirect Solution/lo3wpmycdweb02","Microsoft Windows Server 2016 or later (64-bit)","10.32.214.64","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpmycdweb02"
"uk1wpdachwts01","VirtualMachine","/UK1 DC/uk1wpdachwts01","Microsoft Windows Server 2019 (64-bit)","10.32.216.53","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpdachwts01"
"lo3upcgydbs008","VirtualMachine","/UK1 DC/DT/Informatica ETL/lo3upcgydbs008","Red Hat Enterprise Linux 6 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upcgydbs008"
"dbs-b3-0504","VirtualMachine","/UK1 DC/Learning Tools/MyDietAnalysis/dbs-b3-0504","Oracle Linux 4/5 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/dbs-b3-0504"
"LO3UPCGYDBS004","VirtualMachine","/UK1 DC/CTO Core BAU/Account Manager Italy/LO3UPCGYDBS004","CentOS 4/5/6 (64-bit)","10.162.77.138","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3UPCGYDBS004"
"uk1upwrapsweb03","VirtualMachine","/UK1 DC/P&DS/WRAPS/uk1upwrapsweb03","CentOS 7 (64-bit)","10.32.198.173","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upwrapsweb03"
"uk1clproddb01","VirtualMachine","/UK1 DC/P&DS/CloserLook/uk1clproddb01",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1clproddb01"
"Xuk1wppscxsdb02-15-01-24-delete-SCTASK0038227","VirtualMachine","/UK1 DC/Xuk1wppscxsdb02-15-01-24-delete-SCTASK0038227","Microsoft Windows Server 2016 or later (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xuk1wppscxsdb02-15-01-24-delete-SCTASK0038227"
